exoplanet_name,star_name,M,M_errmin,M_errmax,m,m_errmin,m_errmax,P,P_errmin,P_errmax,a,a_errmin,a_errmax
TOI-700 b,TOI-700,0.416,0.01,0.01,0.00406,0.00116,0.003,9.977219,3.80E-05,4.10E-05,0.0677,0.0011,0.0011
TOI-700 c,TOI-700,0.416,0.01,0.01,0.0249,0.0057,0.0085,16.051137,2.00E-05,2.00E-05,0.0929,0.0015,0.0015
TOI-700 d,TOI-700,0.416,0.01,0.01,0.00711,0.00164,0.0022,37.42396,0.00035,0.00039,0.1633,0.0027,0.0027
TOI-712 b,TOI-712,0.732,0.027,0.027,0.0176,0.0041,0.006,9.531361,1.80E-05,1.80E-05,0.07928,0.00091,0.00096
TOI-712 c,TOI-712,0.732,0.027,0.027,0.0274,0.006,0.0098,51.69906,0.00017,0.00017,0.2447,0.003,0.003
TOI-712 d,TOI-712,0.732,0.027,0.027,0.0236,0.0053,0.0085,84.8396,0.0004,0.00043,0.3405,0.004,0.004
TOI-763 b,TOI-763,0.917,0.028,0.028,0.0308,0.00245,0.00245,5.6057,0.0013,0.0013,0.06,0.0006,0.0006
TOI-763 c,TOI-763,0.917,0.028,0.028,0.02932,0.00321,0.00321,12.2737,0.0077,0.0053,0.1,0.001,0.001
TOI-776 b,TOI-776,0.544,0.028,0.028,0.01466,0.00305,0.00305,8.24664,6.00E-05,9.00E-05,0.0652,0.001,0.001
TOI-776 c,TOI-776,0.544,0.028,0.028,0.0192,0.0047,0.0047,15.6653,0.0008,0.0008,0.1,0.0017,0.0017
TOI-778 b,TOI-778,1.4,0.05,0.05,2.8,0.2,0.2,4.633611,1.00E-06,1.00E-06,0.06,0.003,0.003
TOI-824 b,TOI-824,0.69,0.007,0.009,0.058104,0.00592,0.00579,1.392978,1.70E-05,1.80E-05,0.02177,0.00032,0.00032
TOI-833 b,TOI-833,0.61,0.03,0.03,0.006,0.0019,0.0041,1.04318777,3.24E-05,3.24E-05,0.0171,0.0003,0.0003
TOI-836 b,TOI-836,0.678,0.041,0.049,0.01425,0.00271,0.00289,3.81673,1.00E-05,1.00E-05,0.0422,0.00093,0.00093
TOI-836 c,TOI-836,0.678,0.041,0.049,0.0302,0.0085,0.0085,8.59545,1.00E-05,1.00E-05,0.075,0.0016,0.0016
TOI-849 b,TOI-849,0.929,0.023,0.023,0.12299,0.00802,0.00837,0.76552414,2.79E-06,2.62E-06,0.01598,0.00014,0.00013
TOI-905 b,TOI-905,0.85,0.1,0.1,0.667,0.042,0.042,3.739494,3.80E-05,3.80E-05,0.04666,0.001,0.00096
TOI-942 b,TOI-942,0.88,0.04,0.04,2.599,2.596,0,4.32419,3.00E-05,3.00E-05,0.04796,0.00065,0.00073
TOI-942 c,TOI-942,0.88,0.04,0.04,2.501,2.501,0,10.15643,7.90E-05,6.90E-05,0.0847,0.0011,0.0012
TOI-954 b,TOI-954,1.201,0.066,0.066,0.174,0.017,0.018,3.6849729,2.80E-05,2.80E-05,0.04963,0.0009,0.0009
TOI-969 b,TOI-969,0.734,0.014,0.014,0.0286,0.003,0.003,1.8237305,2.00E-06,2.00E-06,0.02636,0.00017,0.00017
TRAPPIST-1 b,TRAPPIST-1,0.08,0.007,0.007,0.0027,0.0023,0.0023,1.51087081,6.00E-05,6.00E-05,0.01111,0.00034,0.00034
TRAPPIST-1 c,TRAPPIST-1,0.08,0.007,0.007,0.00434,0.0019,0.0019,2.4218233,1.70E-06,1.70E-06,0.01521,0.00047,0.00047
TRAPPIST-1 d,TRAPPIST-1,0.08,0.007,0.007,0.0013,0.00085,0.00085,4.04961,6.30E-05,6.30E-05,0.02144,0.00063,0.00066
TRAPPIST-1 e,TRAPPIST-1,0.08,0.007,0.007,0.002,0.0018,0.0018,6.099615,1.10E-05,1.10E-05,0.02817,0.00087,0.00083
TRAPPIST-1 f,TRAPPIST-1,0.08,0.007,0.007,0.0021,0.00057,0.00057,9.20669,1.50E-05,1.50E-05,0.0371,0.0011,0.0011
TRAPPIST-1 g,TRAPPIST-1,0.08,0.007,0.007,0.00422,0.0028,0.0028,12.35294,0.00012,0.00012,0.0451,0.0014,0.0014
TRAPPIST-1 h,TRAPPIST-1,0.08,0.007,0.007,0.001041,0.000154,0.000176,20,6,15,0.063,0.013,0.027
TrES-1 b,TrES-1,0.88,0.07,0.07,0.761,0.05,0.05,3.0300722,2.00E-07,2.00E-07,0.0393,0.0007,0.0007
TrES-2 A b,TrES-2 A,0.98,0.062,0.062,1.253,0.052,0.052,2.470613374,1.87E-08,1.87E-08,0.03555,0.00075,0.00075
TrES-3 b,TrES-3,0.924,0.04,0.04,1.91,0.07,0.06,1.30618608,3.80E-07,3.80E-07,0.0226,0.0013,0.0013
TrES-4 b,TrES-4,1.388,0.042,0.042,0.917,0.07,0.07,3.5539268,3.20E-06,3.20E-06,0.05084,0.0005,0.0005
TrES-5 b,TrES-5,0.893,0.024,0.024,1.778,0.063,0.063,1.4822446,7.00E-07,7.00E-07,0.02446,0.0001069,0.0001069
V 1298 Tau b,V 1298 Tau,1.1,0.05,0.05,2.2,2.2,0,24.1382,0.0022,0.0022,0.1688,0.0026,0.0026
V391 Peg b,V391 Peg,0.5,0.05,0.05,3.2,0.7,0.7,1170,44,44,1.7,0.1,0.1
WASP-1 b,WASP-1,1.24,0.17,0.17,0.947,0.028,0.028,2.5199448,5.00E-07,5.00E-07,0.03958,0.00049,0.00047
WASP-10 b,WASP-10,0.71,0.071,0.071,3.16,0.23,0.23,3.0927616,1.82E-05,1.82E-05,0.0371,0.0013,0.0013
WASP-100 b,WASP-100,1.57,0.1,0.1,2.03,0.12,0.12,2.849375,8.00E-06,8.00E-06,0.0457,0.001,0.001
WASP-101 b,WASP-101,1.34,0.07,0.07,0.5,0.004,0.004,3.585722,4.00E-06,4.00E-06,0.0506,0.0009,0.0009
WASP-102 b,WASP-102,1.167,0.035,0.035,0.624,0.045,0.045,2.709813,4.00E-06,5.00E-06,0.0401,0.0004,0.0004
WASP-103 b,WASP-103,1.22,0.0039,0.0039,1.49,0.088,0.088,0.925542,1.90E-05,1.90E-05,0.01985,0.00021,0.00021
WASP-104 b,WASP-104,1.02,0.09,0.09,1.272,0.047,0.047,1.7554137,3.60E-06,1.80E-06,0.02918,0.00045,0.00045
WASP-105 b,WASP-105,0.89,0.09,0.09,1.8,0.1,0.1,7.87288,1.00E-05,1.00E-05,0.075,0.03,0.03
WASP-106 b,WASP-106,1.27,0.15,0.15,1.925,0.076,0.076,9.289715,1.00E-05,1.00E-05,0.0917,0.0014,0.0014
WASP-107 b,WASP-107,0.69,0.05,0.05,0.12,0.01,0.01,5.72149,2.00E-06,2.00E-06,0.055,0.001,0.001
WASP-108 b,WASP-108,1.167,0.092,0.092,1.167,0.091,0.092,2.6755463,2.10E-06,2.10E-06,0.0397,0.001,0.001
WASP-109 b,WASP-109,1.203,0.09,0.09,0.91,0.13,0.13,3.3190233,4.20E-06,4.20E-06,0.0463,0.0011,0.0011
WASP-110 b,WASP-110,0.892,0.072,0.072,0.515,0.064,0.064,3.7783977,3.10E-06,3.10E-06,0.0457,0.0012,0.0012
WASP-111 b,WASP-111,1.5,0.11,0.11,1.85,0.16,0.16,2.310965,3.40E-06,3.40E-06,0.03914,0.00098,0.00098
WASP-112 b,WASP-112,0.807,0.073,0.073,0.88,0.12,0.12,3.0353992,3.80E-06,3.80E-06,0.0382,0.0011,0.0011
WASP-113 b,WASP-113,1.318,0.069,0.069,0.475,0.054,0.054,4.542168745,4.20E-06,4.20E-06,0.05885,0.0001,0.0001
WASP-114 b,WASP-114,1.289,0.053,0.053,1.769,0.064,0.064,1.5487743,9.00E-07,1.20E-06,0.02851,0.00039,0.00039
WASP-117 b,WASP-117,1.126,0.29,0.29,0.2755,0.009,0.009,10.02165,0.00055,0.00055,0.09459,0.00084,0.00079
WASP-118 b,WASP-118,1.32,0.035,0.035,0.514,0.02,0.02,4.0460435,4.40E-06,4.40E-06,0.05453,0.00048,0.00048
WASP-119 b,WASP-119,1.02,0.06,0.06,1.23,0.08,0.09,2.49979,1.00E-05,1.00E-05,0.0363,0.0007,0.0007
WASP-12 b,WASP-12,1.434,0.09,0.11,1.47,0.069,0.076,1.09141937,0,0,0.02344,0.00056,0.00056
WASP-120 b,WASP-120,1.45,0.11,0.11,5.06,0.27,0.27,3.6112706,3.80E-06,3.80E-06,0.0522,0.0013,0.0013
WASP-121 b,WASP-121,1.353,0.079,0.06,1.184,0.064,0.065,1.2749255,2.50E-07,2.50E-07,0.02544,0.0005,0.0005
WASP-122 b,WASP-122,1.4,0.1,0.1,1.401,0.075,0.075,1.7100567,3.60E-06,3.60E-06,0.03107,0.00079,0.00079
WASP-123 b,WASP-123,1.207,0.089,0.089,0.92,0.05,0.05,2.977641,2.40E-06,2.40E-06,0.0431,0.0011,0.0011
WASP-124 b,WASP-124,1.07,0.05,0.05,0.6,0.07,0.07,3.37265,1.00E-06,1.00E-06,0.0499,0.0007,0.0007
WASP-127 b,WASP-127,1.08,0.03,0.03,0.18,0.02,0.02,4.178062,2.00E-06,2.00E-06,0.052,0.0005,0.0005
WASP-128 b,WASP-128,1.155,0.039,0.039,37.19,0.85,0.83,2.20883665,4.50E-07,4.50E-07,0.0359,0.0004,0.00038
WASP-129 b,WASP-129,1,0.03,0.03,1,0.1,0.1,5.748145,1.00E-06,1.00E-06,0.0628,0.0007,0.0007
WASP-130 b,WASP-130,1.04,0.04,0.04,1.23,0.04,0.04,11.55098,1.00E-05,1.00E-05,0.1012,0.0014,0.0014
WASP-131 b,WASP-131,1.06,0.06,0.06,0.27,0.02,0.02,5.322023,5.00E-06,5.00E-06,0.0607,0.0009,0.0009
WASP-132 b,WASP-132,0.8,0.04,0.04,0.41,0.03,0.03,7.133514,4.00E-06,4.00E-06,0.067,0.001,0.001
WASP-133 b,WASP-133,1.16,0.08,0.08,1.16,0.09,0.09,2.176423,1.00E-06,1.00E-06,0.0345,0.0007,0.0007
WASP-134 b,WASP-134,1.131,0.045,0.045,1.412,0.075,0.075,10.1467583,8.00E-06,8.00E-06,0.0956,0.0025,0.0025
WASP-135 b,WASP-135,0.98,0.06,0.06,1.9,0.08,0.08,1.4013794,8.00E-07,8.00E-07,0.0243,0.0005,0.0005
WASP-136 b,WASP-136,1.51,0.08,0.08,1.51,0.08,0.08,5.215357,6.00E-06,6.00E-06,0.0661,0.0012,0.0012
WASP-137 b,WASP-137,1.216,0.066,0.066,0.681,0.054,0.054,3.9080284,5.30E-06,5.30E-06,0.0519,0.0018,0.0018
WASP-138 b,WASP-138,1.22,0.08,0.08,1.22,0.08,0.08,3.634433,5.00E-06,5.00E-06,0.0494,0.0007,0.0007
WASP-14 b,WASP-14,1.211,0.122,0.122,7.341,0.496,0.508,2.2437661,1.10E-06,1.10E-06,0.036,0.001,0.001
WASP-140 b,WASP-140,0.9,0.04,0.04,2.44,0.07,0.07,2.2359835,8.00E-06,8.00E-06,0.0323,0.0005,0.0005
WASP-141 b,WASP-141,1.25,0.06,0.06,2.69,0.15,0.15,3.310651,5.00E-06,5.00E-06,0.0469,0.0007,0.0007
WASP-142 b,WASP-142,1.33,0.08,0.08,0.84,0.09,0.09,2.052868,2.00E-06,2.00E-06,0.0347,0.0007,0.0007
WASP-143 b,WASP-143,1.087,0.045,0.045,0.725,0.084,0.084,3.778873,3.20E-06,3.20E-06,0.049,0.0014,0.0014
WASP-144 b,WASP-144,0.81,0,0,0.44,0.06,0.06,2.2783152,1.30E-06,1.30E-06,0.0316,0.0005,0.0005
WASP-146 b,WASP-146,1.057,0.085,0.085,1.11,0.15,0.15,3.396944,3.60E-06,3.60E-06,0.0451,0.0024,0.0024
WASP-147 b,WASP-147,1.044,0.073,0.07,0.275,0.027,0.028,4.60273,2.70E-05,2.70E-05,0.0549,0.0013,0.0012
WASP-148 b,WASP-148,1,0.08,0.08,0.287,0.016,0.022,8.80345,0.00016,0.00011,0.08215,0.0015,0.00086
WASP-15 b,WASP-15,1.18,0.12,0.12,0.542,0.05,0.05,3.7520656,2.80E-06,2.80E-06,0.0499,0.0018,0.0018
WASP-150 b,WASP-150,1.346,0.03,0.03,8.46,0.2,0.28,5.644207,4.00E-05,4.00E-05,0.0694,0.0008,0.0011
WASP-151 b,WASP-151,1.077,0.081,0.081,0.31,0.03,0.04,4.533471,4.00E-06,4.00E-06,0.055,0.001,0.001
WASP-153 b,WASP-153,1.336,0.086,0.086,0.39,0.02,0.02,3.332609,2.00E-06,2.00E-06,0.048,0.001,0.001
WASP-156 b,WASP-156,0.842,0.052,0.052,0.1303,0.0088,0.0088,3.8361603,4.80E-07,4.80E-07,0.0451,0.0018,0.0018
WASP-157 b,WASP-157,1.06,0.04,0.04,0.576,0.094,0.094,3.951623,1.80E-05,1.80E-05,0.0499,0.0006,0.0006
WASP-159 b,WASP-159,1.41,0.12,0.12,0.55,0.08,0.08,3.840401,7.00E-06,7.00E-06,0.0538,0.0015,0.0015
WASP-16 b,WASP-16,1.022,0.101,0.101,0.855,0.059,0.059,3.1186009,1.31E-05,1.31E-05,0.0421,0.0018,0.0018
WASP-160 B b,WASP-160 B,0.89,0.07,0.07,0.281,0.044,0.046,3.768495,3.30E-06,3.50E-06,0.0455,0.0012,0.0012
WASP-161 b,WASP-161,1.39,0.14,0.14,2.49,0.21,0.21,5.4060425,4.80E-06,4.80E-06,0.0673,0.0023,0.0023
WASP-162 b,WASP-162,0.95,0.04,0.04,5.2,0.2,0.2,9.62468,1.00E-05,1.00E-05,0.0871,0.0013,0.0013
WASP-163 b,WASP-163,0.97,0.15,0.15,1.87,0.21,0.21,1.6096884,1.50E-06,1.50E-06,0.0266,0.0014,0.0014
WASP-164 b,WASP-164,0.946,0.071,0.067,2.13,0.13,0.12,1.7771255,2.80E-06,2.80E-06,0.02818,0.00072,0.00065
WASP-165 b,WASP-165,1.248,0.07,0.072,0.658,0.092,0.097,3.465509,2.30E-05,2.30E-05,0.04823,0.00092,0.00091
WASP-166 b,WASP-166,1.19,0.06,0.06,0.102,0.004,0.004,5.44354215,5.00E-06,5.00E-06,0.0668,0.004,0.004
WASP-167 b,WASP-167,1.518,0.087,0.069,8,7.999,0,2.0219591,6.00E-07,6.00E-07,0.0365,0.0006,0.0006
WASP-169 b,WASP-169,1.337,0.083,0.083,0.561,0.06,0.06,5.6114118,9.20E-06,9.20E-06,0.0681,0.0014,0.0014
WASP-170 b,WASP-170,0.93,0.15,0.15,1.6,0.2,0.2,2.34478022,3.60E-06,3.60E-06,0.0337,0.0018,0.0018
WASP-171 b,WASP-171,1.171,0.058,0.058,1.084,0.094,0.094,3.8186244,3.80E-06,3.80E-06,0.0504,0.00083,0.00083
WASP-172 b,WASP-172,1.49,0.07,0.07,0.47,0.1,0.1,5.477433,7.00E-06,7.00E-06,0.0694,0.001,0.001
WASP-174 b,WASP-174,1.28,0.07,0.07,0.33,0.091,0.091,4.2337005,1.80E-06,1.80E-06,0.05503,0.00056,0.00056
WASP-175 b,WASP-175,1.212,0.045,0.045,0.99,0.13,0.13,3.0652907,1.60E-05,1.10E-05,0.044,0.00055,0.00055
WASP-176 b,WASP-176,1.27,0.025,0.025,0.855,0.07,0.07,3.899052,5.00E-05,5.00E-05,0.0535,0.0019,0.001
WASP-177 b,WASP-177,0.876,0.038,0.038,0.508,0.038,0.038,3.071722,1.00E-06,1.00E-06,0.03957,0.00058,0.00058
WASP-178 b,WASP-178,1.93,0.16,0.14,1.41,0.51,0.43,3.3448285,1.20E-06,1.20E-06,0.0558,0.001,0.001
WASP-180 A b,WASP-180 A,1.3,0.1,0.1,0.8,0.1,0.1,3.409265,1.00E-06,1.00E-06,0.048,0.001,0.001
WASP-181 b,WASP-181,1.04,0.04,0.04,0.299,0.034,0.034,4.5195064,3.40E-06,3.40E-06,0.05427,0.00069,0.00069
WASP-182 b,WASP-182,1.076,0.064,0.064,0.148,0.011,0.011,3.3769848,2.00E-05,2.00E-05,0.0451,0.0009,0.0009
WASP-183 b,WASP-183,0.784,0.038,0.038,0.502,0.047,0.047,4.1117771,5.10E-06,5.10E-06,0.04632,0.00075,0.00075
WASP-184 b,WASP-184,1.23,0.07,0.07,0.57,0.1,0.1,5.1817,1.00E-05,1.00E-05,0.0627,0.0012,0.0012
WASP-186 b,WASP-186,1.22,0.08,0.08,4.22,0.18,0.18,5.026799,1.40E-05,1.40E-05,0.06,0.0012,0.0012
WASP-187 b,WASP-187,1.54,0.09,0.09,0.8,0.09,0.09,5.147878,9.00E-05,5.00E-05,0.0653,0.0013,0.0013
WASP-189 b,WASP-189,1.887,0.057,0.057,1.99,0.14,0.16,2.724033,4.20E-06,4.20E-06,0.05053,0.00098,0.00098
WASP-19 b,WASP-19,0.904,0.045,0.045,1.139,0.03,0.03,0.78884,3.00E-07,3.00E-07,0.016634,0.00019,0.00019
WASP-190 b,WASP-190,1.35,0.05,0.05,1,0.1,0.1,5.367753,4.00E-06,4.00E-06,0.0663,0.0008,0.0008
WASP-2 A b,WASP-2 A,0.84,0.11,0.11,0.847,0.045,0.045,2.15222144,4.00E-07,4.00E-07,0.03138,0.011,0.011
WASP-20 A b,WASP-20 A,1.202,0.04,0.04,0.313,0.018,0.018,4.8996285,3.40E-06,3.40E-06,0.06003,0.00067,0.00067
WASP-21 b,WASP-21,1.01,0.025,0.025,0.3,0.01,0.01,4.3225126,2.20E-06,2.20E-06,0.052,0.00044,0.00044
WASP-22 b,WASP-22,1.1,0.3,0.3,0.617,0.0172,0.0032,3.5327313,5.80E-06,5.80E-06,0.04698,0.00037,0.00037
WASP-23 b,WASP-23,0.78,0.13,0.13,0.884,0.099,0.088,2.9444256,1.30E-06,1.10E-06,0.0376,0.0024,0.0016
WASP-24 b,WASP-24,1.129,0.025,0.025,1.071,0.038,0.036,2.3412127,2.00E-06,2.00E-06,0.03651,0.00028,0.00028
WASP-25 b,WASP-25,1,0.03,0.03,0.58,0.04,0.04,3.76483,5.00E-05,5.00E-05,0.0474,0.0004,0.0004
WASP-26 b,WASP-26,1.12,0.03,0.03,1.028,0.021,0.021,2.7566004,6.70E-06,6.70E-06,0.03985,0.00033,0.00033
WASP-28 b,WASP-28,1.021,0.05,0.05,0.907,0.043,0.043,3.40883,6.00E-06,6.00E-06,0.04469,0.00076,0.00076
WASP-29 b,WASP-29,0.825,0.033,0.033,0.243,0.02,0.02,3.92271218,2.50E-07,2.50E-07,0.047,0.0025,0.0025
WASP-3 b,WASP-3,1.24,0.11,0.11,2.06,0.13,0.13,1.8468372,6.00E-07,6.00E-07,0.0313,0.0001,0.0001
WASP-30 b,WASP-30,1.166,0.026,0.026,60.86,0.89,0.89,4.156736,1.30E-05,1.30E-05,0.05325,0.00039,0.00039
WASP-31 b,WASP-31,1.16,0.026,0.026,0.478,0.03,0.03,3.405909,5.00E-06,5.00E-06,0.04657,0.00034,0.00034
WASP-32 b,WASP-32,1.1,0.03,0.03,3.6,0.07,0.07,2.71865,8.00E-05,8.00E-05,0.0394,0.0003,0.0003
WASP-33 b,WASP-33,1.495,0.031,0.031,2.8,0.53,0.53,1.21986967,4.50E-07,4.50E-07,0.02558,0.00023,0.00023
WASP-34 b,WASP-34,1.01,0.07,0.07,0.59,0.01,0.01,4.3176782,4.50E-06,4.50E-06,0.0524,0.0004,0.0004
WASP-36 b,WASP-36,1.02,0.032,0.032,2.279,0.068,0.068,1.5373653,2.70E-06,2.70E-06,0.02624,0.00027,0.00027
WASP-37 b,WASP-37,0.849,0.04,0.04,1.8,0.17,0.17,3.577471,1.10E-05,1.10E-05,0.04339,0.00152,0.00152
WASP-38 b,WASP-38,1.216,0.041,0.041,2.712,0.065,0.065,6.871815,4.20E-05,4.20E-05,0.07551,0.00085,0.00085
WASP-39 b,WASP-39,0.93,0.03,0.03,0.28,0.03,0.03,4.055259,9.00E-06,9.00E-06,0.0486,0.0005,0.0005
WASP-4 b,WASP-4,0.93,0.05,0.05,1.1974,0.0068,0.0068,1.338231602,5.60E-08,5.60E-08,0.02312,0.00033,0.00033
WASP-41 b,WASP-41,0.95,0.09,0.09,0.94,0.05,0.05,3.052404,9.00E-07,9.00E-07,0.04,0.001,0.001
WASP-43 b,WASP-43,0.717,0.025,0.025,2.052,0.053,0.053,0.81347753,7.00E-07,7.00E-07,0.01526,0.00018,0.00018
WASP-44 b,WASP-44,0.951,0.034,0.034,0.889,0.062,0.062,2.4238039,8.70E-06,8.70E-06,0.03473,0.00041,0.00041
WASP-45 b,WASP-45,0.909,0.06,0.06,1.007,0.053,0.053,3.1260876,3.50E-06,3.50E-06,0.04054,0.0009,0.0009
WASP-46 b,WASP-46,0.956,0.034,0.034,2.101,0.073,0.073,1.43037,2.30E-06,2.30E-06,0.02448,0.00028,0.00028
WASP-47 b,WASP-47,1.04,0.03,0.03,1.14243,0.02297,0.02297,4.1591289,4.20E-06,4.20E-06,0.052,0.011,0.011
WASP-47 c,WASP-47,1.04,0.03,0.03,1.31,0.05,0.72,596,2,2,1.41,0.3,0.3
WASP-47 d,WASP-47,1.04,0.03,0.03,0.04122,0.00472,0.00472,9.03077,0.00017,0.00017,0.088,0.019,0.019
WASP-47 e,WASP-47,1.04,0.03,0.03,0.02149,0.00208,0.00208,0.789592,1.20E-05,1.20E-05,0.0173,0.0038,0.0038
WASP-48 b,WASP-48,1.19,0.05,0.05,0.98,0.09,0.09,2.143634,3.00E-06,3.00E-06,0.03444,0.00043,0.00043
WASP-49 A b,WASP-49 A,0.94,0.07,0.07,0.378,0.027,0.027,2.7817387,5.60E-06,5.60E-06,0.0378,0.027,0.027
WASP-5 b,WASP-5,1,0.06,0.06,1.637,0.082,0.082,1.6284246,1.30E-06,1.30E-06,0.02729,0.00056,0.00056
WASP-50 b,WASP-50,0.861,0.057,0.057,1.437,0.068,0.068,1.9550959,5.10E-06,5.10E-06,0.02913,0.00064,0.00064
WASP-52 b,WASP-52,0.87,0.03,0.03,0.46,0.02,0.02,1.7497798,1.20E-06,1.20E-06,0.0272,0.0003,0.0003
WASP-53 b,WASP-53,0.839,0.054,0.054,2.132,0.094,0.092,3.3098443,2.00E-06,2.00E-06,0.04101,0.00091,0.00083
WASP-55 b,WASP-55,1.11,0.35,0.35,0.61,0.13,0.13,4.46563,4.00E-06,4.00E-06,0.0533,0.0007,0.0007
WASP-58 b,WASP-58,0.94,0.1,0.1,0.89,0.07,0.07,5.01718,1.10E-05,1.10E-05,0.0561,0.002,0.002
WASP-59 b,WASP-59,0.719,0.035,0.035,0.863,0.045,0.045,7.919585,1.00E-05,1.00E-05,0.0697,0.011,0.011
WASP-6 b,WASP-6,0.888,0.08,0.08,0.503,0.038,0.019,3.361006,3.50E-06,3.50E-06,0.0421,0.0013,0.0013
WASP-61 b,WASP-61,1.22,0.07,0.07,2.06,0.17,0.17,3.8559,3.00E-06,3.00E-06,0.0514,0.0009,0.0009
WASP-62 b,WASP-62,1.25,0.05,0.05,0.57,0.04,0.04,4.411953,3.00E-06,3.00E-06,0.0567,0.0007,0.0007
WASP-63 b,WASP-63,1.32,0.05,0.05,0.38,0.03,0.03,4.37809,6.00E-06,6.00E-06,0.0574,0.0007,0.0007
WASP-65 b,WASP-65,0.93,0.16,0.12,1.55,0.16,0.16,2.3114243,1.50E-06,1.50E-06,0.0334,0.0017,0.0016
WASP-66 b,WASP-66,1.3,0.07,0.07,2.32,0.13,0.13,4.086052,7.00E-06,7.00E-06,0.0546,0.0009,0.0009
WASP-67 b,WASP-67,0.87,0.04,0.04,0.42,0.04,0.04,4.61442,1.00E-05,1.00E-05,0.0517,0.0008,0.0008
WASP-69 b,WASP-69,0.826,0.029,0.029,0.26,0.017,0.017,3.8681382,1.70E-06,1.70E-06,0.04525,0.00053,0.00053
WASP-7 b,WASP-7,1.276,0.06,0.06,0.96,0.13,0.13,4.9546416,3.50E-06,3.50E-06,0.0617,0.0011,0.0011
WASP-70 A b,WASP-70 A,1.106,0.042,0.042,0.59,0.022,0.023,3.7130203,4.70E-06,4.70E-06,0.04853,0.00062,0.00062
WASP-71 b,WASP-71,1.572,0.062,0.062,2.258,0.072,0.072,2.9036747,6.80E-06,6.80E-06,0.04631,0.0006,0.0006
WASP-72 b,WASP-72,1.386,0.055,0.055,1.461,0.056,0.059,2.2167421,8.10E-06,8.10E-06,0.03708,0.0005,0.0005
WASP-73 b,WASP-73,1.34,0.04,0.05,1.88,0.06,0.07,4.08722,0.00022,0.00022,0.05512,0.00053,0.0006
WASP-74 b,WASP-74,1.48,0.12,0.12,0.826,0.014,0.014,2.13775138,2.40E-07,2.40E-07,0.03443,0.00035,0.00035
WASP-75 b,WASP-75,1.14,0.06,0.07,1.07,0.05,0.05,2.484193,3.00E-06,3.00E-06,0.0375,0.0008,0.0007
WASP-76 b,WASP-76,1.46,0.07,0.07,0.92,0.03,0.03,1.809886,1.00E-06,1.00E-06,0.033,0.0005,0.0005
WASP-77 A b,WASP-77A,1.002,0.045,0.045,1.76,0.06,0.06,1.3600309,2.00E-06,2.00E-06,0.024,0.00036,0.00036
WASP-78 b,WASP-78,2.02,0.09,0.09,0.89,0.08,0.08,2.17517656,4.80E-06,4.80E-06,0.0415,0.0006,0.0006
WASP-79 b,WASP-79,1.56,0.09,0.09,0.9,0.09,0.09,3.6623817,5.10E-06,5.10E-06,0.0539,0.0009,0.0009
WASP-8 b,WASP-8,1.033,0.05,0.05,2.244,0.093,0.079,8.158715,1.50E-05,1.50E-05,0.0801,0.0016,0.0016
WASP-80 b,WASP-80,0.58,0.05,0.05,0.554,0.039,0.03,3.0678504,2.70E-06,2.30E-06,0.0346,0.0011,0.0008
WASP-81 b,WASP-81 ,1.08,0.058,0.059,0.729,0.035,0.036,2.7164762,2.30E-06,2.30E-06,0.03908,0.00072,0.0007
WASP-82 b,WASP-82,1.63,0.08,0.08,1.24,0.04,0.04,2.705782,3.00E-06,3.00E-06,0.0447,0.0007,0.0007
WASP-83 b,WASP-83,1.11,0.09,0.09,0.3,0.03,0.03,4.071252,1.50E-05,1.50E-05,0.059,0.001,0.001
WASP-84 b,WASP-84,0.842,0.037,0.037,0.694,0.028,0.028,8.5234865,7.00E-06,7.00E-06,0.0771,0.0012,0.0012
WASP-85 A b,WASP-85,1.09,0.08,0.08,1.265,0.065,0.065,2.6556777,4.40E-07,4.40E-07,0.039,0.001,0.001
WASP-87 A b,WASP-87 A,1.204,0.093,0.093,2.21,0.16,0.16,1.682795,1.90E-06,1.90E-06,0.02946,0.00075,0.00075
WASP-88 b,WASP-88,1.45,0.05,0.05,0.56,0.08,0.08,4.954,1.90E-05,1.90E-05,0.06431,0.00062,0.00065
WASP-89 b,WASP-89,0.92,0.08,0.08,5.9,0.4,0.4,3.3564227,2.50E-06,2.50E-06,0.0427,0.0012,0.0012
WASP-90 b,WASP-90,1.55,0.1,0.1,0.63,0.07,0.07,3.916243,3.00E-06,3.00E-06,0.0562,0.0012,0.0012
WASP-91 b,WASP-91,0.84,0.07,0.07,1.34,0.08,0.08,2.798581,3.00E-06,3.00E-06,0.037,0.001,0.001
WASP-92 b,WASP-92,1.19,0.037,0.037,0.805,0.068,0.068,2.1746742,1.60E-06,1.60E-06,0.0348,0.00036,0.00036
WASP-93 b,WASP-93,1.3,0.11,0.11,1.47,0.029,0.029,2.7325321,2.00E-06,2.00E-06,0.04211,0.00035,0.00035
WASP-94 A b,WASP-94 A,1.29,0.1,0.1,0.452,0.032,0.035,3.9501907,3.00E-06,4.40E-06,0.055,0.001,0.001
WASP-95 b,WASP-95,1.11,0.09,0.09,1.206,0.067,0.067,2.1846656,1.10E-07,1.10E-07,0.0312,0.0022,0.0022
WASP-96 b,WASP-96,1.06,0.09,0.09,0.48,0.03,0.03,3.4252602,2.70E-06,2.70E-06,0.0453,0.0013,0.0013
