date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate
1/5/2022,22038340,0,15019.143,197586,112,120.286,326450.709,0,222.476,2926.813,1.659,1.782,0.74
2/5/2022,22038340,0,8591.714,197694,108,117.286,326450.709,0,127.268,2928.412,1.6,1.737,0.75
3/5/2022,22073858,35518,11292.714,197799,105,114.571,326976.832,526.123,167.277,2929.968,1.555,1.697,0.77
4/5/2022,22090523,16665,11229,197888,89,108.286,327223.688,246.856,166.334,2931.286,1.318,1.604,0.79
5/5/2022,22102983,12460,11008.286,197972,84,101.714,327408.256,184.568,163.064,2932.53,1.244,1.507,0.79
6/5/2022,22114034,11051,10813.429,198068,96,100.143,327571.953,163.697,160.178,2933.952,1.422,1.483,0.8
7/5/2022,22114034,0,10813.429,198171,103,99.571,327571.953,0,160.178,2935.478,1.526,1.475,0.81
8/5/2022,22114034,0,10813.429,198253,82,95.286,327571.953,0,160.178,2936.693,1.215,1.411,0.81
9/5/2022,22140287,26253,14563.857,198335,82,91.571,327960.835,388.882,215.732,2937.907,1.215,1.356,0.82
10/5/2022,22150700,10413,10977.429,198434,99,90.714,328115.081,154.246,162.607,2939.374,1.466,1.344,0.82
11/5/2022,22158820,8120,9756.714,198513,79,89.286,328235.361,120.28,144.525,2940.544,1.17,1.323,0.83
12/5/2022,22173620,14800,10091,198583,70,87.286,328454.592,219.23,149.477,2941.581,1.037,1.293,0.85
13/5/2022,22180207,6587,9453.286,198655,72,83.857,328552.164,97.572,140.03,2942.647,1.067,1.242,0.86
14/5/2022,22180207,0,9453.286,198720,65,78.429,328552.164,0,140.03,2943.61,0.963,1.162,0.87
15/5/2022,22180207,0,9453.286,198792,72,77,328552.164,0,140.03,2944.677,1.067,1.141,0.88
16/5/2022,22203799,23592,9073.143,198858,66,74.714,328901.629,349.465,134.399,2945.654,0.978,1.107,0.88
17/5/2022,22212395,8596,8813.571,198930,72,70.857,329028.96,127.331,130.554,2946.721,1.067,1.05,0.89
18/5/2022,22220178,7783,8765.429,198976,46,66.143,329144.248,115.288,129.841,2947.402,0.681,0.98,0.91
19/5/2022,22232377,12199,8393.857,199022,46,62.714,329324.95,180.702,124.337,2948.084,0.681,0.929,0.92
20/5/2022,22238713,6336,8358,199094,72,62.714,329418.805,93.854,123.806,2949.15,1.067,0.929,0.94
21/5/2022,22238713,0,8358,199143,49,60.429,329418.805,0,123.806,2949.876,0.726,0.895,0.95
22/5/2022,22238713,0,8358,199201,58,58.429,329418.805,0,123.806,2950.735,0.859,0.865,0.96
23/5/2022,22264680,25967,8697.286,199263,62,57.857,329803.45,384.645,128.832,2951.654,0.918,0.857,0.97
24/5/2022,22271122,6442,8389.571,199314,51,54.857,329898.874,95.424,124.273,2952.409,0.755,0.813,0.97
25/5/2022,22276975,5853,8113.857,199348,34,53.143,329985.574,86.7,120.189,2952.913,0.504,0.787,0.99
26/5/2022,22273040,,,199392,44,52.857,329927.285,,,2953.565,0.652,0.783,1.01
27/5/2022,22277696,4656,6131.143,199437,45,49,329996.254,68.969,90.82,2954.231,0.667,0.726,1.02
28/5/2022,22277696,0,6131.143,199471,34,46.857,329996.254,0,90.82,2954.735,0.504,0.694,1.04
29/5/2022,22277696,0,6131.143,199499,28,42.571,329996.254,0,90.82,2955.15,0.415,0.631,1.06
30/5/2022,22294786,17090,4863,199550,51,41,330249.406,253.152,72.035,2955.905,0.755,0.607,1.07
31/5/2022,22300587,5801,4771.429,199599,49,40.714,330335.335,85.929,70.678,2956.631,0.726,0.603,1.1
1/6/2022,22305893,5306,4693.286,199625,26,39.571,330413.932,78.597,69.521,2957.016,0.385,0.586,1.13
2/6/2022,22305893,0,4693.286,199672,47,40,330413.932,0,69.521,2957.712,0.696,0.593,1.16
3/6/2022,22305893,0,4028.143,199698,26,37.286,330413.932,0,59.668,2958.097,0.385,0.552,1.21
4/6/2022,22305893,0,4028.143,199736,38,37.857,330413.932,0,59.668,2958.66,0.563,0.561,1.28
5/6/2022,22305893,0,4028.143,199766,30,38.143,330413.932,0,59.668,2959.105,0.444,0.565,1.34
6/6/2022,22338946,33053,6308.571,199808,42,36.857,330903.541,489.609,93.448,2959.727,0.622,0.546,1.4
7/6/2022,22349183,10237,6942.286,199840,32,34.429,331055.181,151.639,102.835,2960.201,0.474,0.51,1.4
8/6/2022,22363067,13884,8167.714,199882,42,36.714,331260.842,205.662,120.987,2960.823,0.622,0.544,1.39
9/6/2022,22373146,10079,9607.571,199909,27,33.857,331410.141,149.299,142.316,2961.223,0.4,0.502,1.39
10/6/2022,22382352,9206,10922.714,199953,44,36.429,331546.508,136.367,161.797,2961.875,0.652,0.54,1.38
11/6/2022,22382352,0,10922.714,199986,33,35.714,331546.508,0,161.797,2962.363,0.489,0.529,1.38
12/6/2022,22382352,0,10922.714,200029,43,37.571,331546.508,0,161.797,2963,0.637,0.557,1.37
13/6/2022,22410583,28231,10233.857,200068,39,37.143,331964.69,418.182,151.593,2963.578,0.578,0.55,1.37
14/6/2022,22422611,12028,10489.714,200103,35,37.571,332142.859,178.169,155.383,2964.096,0.518,0.557,1.36
15/6/2022,22447911,25300,12120.571,200147,44,37.857,332517.624,374.765,179.54,2964.748,0.652,0.561,1.36
16/6/2022,22460449,12538,12471.857,200202,55,41.857,332703.348,185.724,184.744,2965.563,0.815,0.62,1.35
17/6/2022,22472503,12054,12878.714,200246,44,41.857,332881.902,178.554,190.771,2966.215,0.652,0.62,1.34
18/6/2022,22472503,0,12878.714,200290,44,43.429,332881.902,0,190.771,2966.866,0.652,0.643,1.33
19/6/2022,22472503,0,12878.714,200335,45,43.714,332881.902,0,190.771,2967.533,0.667,0.648,1.33
20/6/2022,22508928,36425,14049.286,200383,48,45,333421.46,539.558,208.11,2968.244,0.711,0.667,1.32
21/6/2022,22525358,16430,14678.143,200441,58,48.286,333664.835,243.375,217.425,2969.103,0.859,0.715,1.3
22/6/2022,22558085,32727,15739.143,200512,71,52.143,334149.615,484.78,233.142,2970.155,1.052,0.772,1.28
23/6/2022,22576354,18269,16557.857,200572,60,52.857,334420.231,270.616,245.269,2971.044,0.889,0.783,1.27
24/6/2022,22592827,16473,17189.143,200619,47,53.286,334664.244,244.012,254.62,2971.74,0.696,0.789,1.26
25/6/2022,22592827,0,17189.143,200689,70,57,334664.244,0,254.62,2972.777,1.037,0.844,1.24
26/6/2022,22592827,0,17189.143,200757,68,60.286,334664.244,0,254.62,2973.784,1.007,0.893,1.22
27/6/2022,22640130,47303,18743.143,200819,62,62.286,335364.936,700.692,277.639,2974.702,0.918,0.923,1.21
28/6/2022,22661542,21412,19454.857,200889,70,64,335682.109,317.173,288.182,2975.739,1.037,0.948,1.17
29/6/2022,22697437,35895,19907.429,200973,84,65.857,336213.816,531.707,294.886,2976.984,1.244,0.976,1.13
30/6/2022,22720345,22908,20570.143,201048,75,68,336553.149,339.333,304.703,2978.095,1.111,1.007,1.11
1/7/2022,22741065,20720,21176.857,201126,78,72.429,336860.071,306.922,313.69,2979.25,1.155,1.073,1.08
2/7/2022,22741065,0,21176.857,201216,90,75.286,336860.071,0,313.69,2980.583,1.333,1.115,1.05
3/7/2022,22741065,0,21176.857,201284,68,75.286,336860.071,0,313.69,2981.59,1.007,1.115,1.01
4/7/2022,22741065,0,14419.286,201371,87,78.857,336860.071,0,213.591,2982.879,1.289,1.168,0.97
5/7/2022,22741065,0,11360.429,201472,101,83.286,336860.071,0,168.28,2984.375,1.496,1.234,0.96
6/7/2022,22883995,142930,26651.143,201585,113,87.429,338977.273,2117.201,394.779,2986.049,1.674,1.295,0.95
7/7/2022,22883995,0,23378.571,201685,100,91,338977.273,0,346.303,2987.53,1.481,1.348,0.94
8/7/2022,22883995,0,20418.571,201792,107,95.143,338977.273,0,302.457,2989.115,1.585,1.409,0.94
9/7/2022,22883995,0,20418.571,201896,104,97.143,338977.273,0,302.457,2990.656,1.541,1.439,0.94
10/7/2022,22883995,0,20418.571,202012,116,104,338977.273,0,302.457,2992.374,1.718,1.541,0.94
11/7/2022,22883995,0,20418.571,202137,125,109.429,338977.273,0,302.457,2994.226,1.852,1.621,0.94
12/7/2022,22883995,0,20418.571,202285,148,116.143,338977.273,0,302.457,2996.418,2.192,1.72,0.95
13/7/2022,23074908,190913,27273.286,202419,134,119.143,341805.239,2827.966,403.995,2998.403,1.985,1.765,0.96
14/7/2022,23074908,0,27273.286,202543,124,122.571,341805.239,0,403.995,3000.24,1.837,1.816,0.98
15/7/2022,23074908,0,27273.286,202646,103,122,341805.239,0,403.995,3001.766,1.526,1.807,0.99
16/7/2022,23074908,0,27273.286,202760,114,123.429,341805.239,0,403.995,3003.454,1.689,1.828,1.01
17/7/2022,23074908,0,27273.286,202918,158,129.429,341805.239,0,403.995,3005.795,2.34,1.917,1.03
18/7/2022,23074908,0,27273.286,203043,125,129.429,341805.239,0,403.995,3007.646,1.852,1.917,1.05
19/7/2022,23074908,0,27273.286,203261,218,139.429,341805.239,0,403.995,3010.875,3.229,2.065,1.07
20/7/2022,23212569,137661,19665.857,203449,188,147.143,343844.391,2039.152,291.307,3013.66,2.785,2.18,1.1
21/7/2022,23212569,0,19665.857,203573,124,147.143,343844.391,0,291.307,3015.497,1.837,2.18,1.09
22/7/2022,23212569,0,19665.857,203689,116,149,343844.391,0,291.307,3017.215,1.718,2.207,1.07
23/7/2022,23212569,0,19665.857,203814,125,150.571,343844.391,0,291.307,3019.067,1.852,2.23,1.06
24/7/2022,23212569,0,19665.857,203943,129,146.429,343844.391,0,291.307,3020.978,1.911,2.169,1.05
25/7/2022,23212569,0,19665.857,204056,113,144.714,343844.391,0,291.307,3022.652,1.674,2.144,1.05
26/7/2022,23212569,0,19665.857,204176,120,130.714,343844.391,0,291.307,3024.429,1.778,1.936,1.05
27/7/2022,23304483,91914,13130.571,204290,114,120.143,345205.9,1361.509,194.501,3026.118,1.689,1.78,1.04
28/7/2022,23304483,0,13130.571,204411,121,119.714,345205.9,0,194.501,3027.91,1.792,1.773,1.04
29/7/2022,23304483,0,13130.571,204525,114,119.429,345205.9,0,194.501,3029.599,1.689,1.769,1.03
30/7/2022,23304483,0,13130.571,204601,76,112.429,345205.9,0,194.501,3030.725,1.126,1.665,1.03
31/7/2022,23304483,0,13130.571,204697,96,107.714,345205.9,0,194.501,3032.147,1.422,1.596,1.02
1/8/2022,23304483,0,13130.571,204790,93,104.857,345205.9,0,194.501,3033.524,1.378,1.553,1.02
2/8/2022,23304483,0,13130.571,204891,101,102.143,345205.9,0,194.501,3035.02,1.496,1.513,1.02
3/8/2022,23368903,64420,9202.857,204997,106,101,346160.144,954.244,136.321,3036.591,1.57,1.496,1.02
4/8/2022,23368903,0,9202.857,205080,83,95.571,346160.144,0,136.321,3037.82,1.229,1.416,1.02
5/8/2022,23368903,0,9202.857,205163,83,91.143,346160.144,0,136.321,3039.05,1.229,1.35,1.02
6/8/2022,23368903,0,9202.857,205229,66,89.714,346160.144,0,136.321,3040.027,0.978,1.329,1.02
7/8/2022,23368903,0,9202.857,205327,98,90,346160.144,0,136.321,3041.479,1.452,1.333,1.03
8/8/2022,23368903,0,9202.857,205423,96,90.429,346160.144,0,136.321,3042.901,1.422,1.34,1.04
9/8/2022,23368903,0,9202.857,205511,88,88.571,346160.144,0,136.321,3044.204,1.304,1.312,1.05
10/8/2022,23420830,51927,7418.143,205585,74,84,346929.331,769.187,109.884,3045.301,1.096,1.244,1.05
11/8/2022,23420830,0,7418.143,205684,99,86.286,346929.331,0,109.884,3046.767,1.466,1.278,1.04
12/8/2022,23420830,0,7418.143,205788,104,89.286,346929.331,0,109.884,3048.308,1.541,1.323,1.04
13/8/2022,23420830,0,7418.143,205876,88,92.429,346929.331,0,109.884,3049.611,1.304,1.369,1.04
14/8/2022,23420830,0,7418.143,205966,90,91.286,346929.331,0,109.884,3050.944,1.333,1.352,1.05
15/8/2022,23420830,0,7418.143,206054,88,90.143,346929.331,0,109.884,3052.248,1.304,1.335,1.05
16/8/2022,23420830,0,7418.143,206123,69,87.429,346929.331,0,109.884,3053.27,1.022,1.295,1.06
17/8/2022,23460791,39961,5708.714,206179,56,84.857,347521.267,591.936,84.562,3054.099,0.83,1.257,1.06
18/8/2022,23460791,0,5708.714,206241,62,79.571,347521.267,0,84.562,3055.018,0.918,1.179,1.04
19/8/2022,23460791,0,5708.714,206309,68,74.429,347521.267,0,84.562,3056.025,1.007,1.102,1.04
20/8/2022,23460791,0,5708.714,206384,75,72.571,347521.267,0,84.562,3057.136,1.111,1.075,1.04
21/8/2022,23460791,0,5708.714,206442,58,68,347521.267,0,84.562,3057.995,0.859,1.007,1.05
22/8/2022,23460791,0,5708.714,206505,,,347521.267,0,84.562,3058.928,,,1.05
23/8/2022,23460791,0,5708.714,206583,78,56.714,347521.267,0,84.562,3060.084,1.155,0.84,1.06
24/8/2022,23460791,0,0,206635,52,56.143,347521.267,0,0,3060.854,0.77,0.832,1.07
25/8/2022,23492879,32088,4584,206683,48,54.143,347996.582,475.315,67.902,3061.565,0.711,0.802,1.13
26/8/2022,23492879,0,4584,206725,42,50.429,347996.582,0,67.902,3062.187,0.622,0.747,1.12
27/8/2022,23492879,0,4584,206782,57,47.857,347996.582,0,67.902,3063.032,0.844,0.709,1.1
28/8/2022,23492879,0,4584,206843,61,48.286,347996.582,0,67.902,3063.935,0.904,0.715,1.08
29/8/2022,23492879,0,4584,206897,54,56,347996.582,0,67.902,3064.735,0.8,0.83,1.07
30/8/2022,23492879,0,4584,206939,42,50.857,347996.582,0,67.902,3065.357,0.622,0.753,1.06
31/8/2022,23521796,28917,8715,207012,73,53.857,348424.926,428.343,129.094,3066.438,1.081,0.798,1.04
1/9/2022,23521796,0,4131,207055,43,53.143,348424.926,0,61.192,3067.075,0.637,0.787,0.97
2/9/2022,23521796,0,4131,207101,46,53.714,348424.926,0,61.192,3067.757,0.681,0.796,0.93
3/9/2022,23521796,0,4131,207155,54,53.286,348424.926,0,61.192,3068.557,0.8,0.789,0.9
4/9/2022,23521796,0,4131,207200,45,51,348424.926,0,61.192,3069.223,0.667,0.755,0.87
5/9/2022,23521796,0,4131,207239,39,48.857,348424.926,0,61.192,3069.801,0.578,0.724,0.84
6/9/2022,23521796,0,4131,207277,38,48.286,348424.926,0,61.192,3070.364,0.563,0.715,0.8
7/9/2022,23521796,0,0,207335,58,46.143,348424.926,0,0,3071.223,0.859,0.684,0.77
8/9/2022,23554523,32727,4675.286,207380,45,46.429,348909.706,484.78,69.254,3071.89,0.667,0.688,0.77
9/9/2022,23554523,0,4675.286,207417,37,45.143,348909.706,0,69.254,3072.438,0.548,0.669,0.77
10/9/2022,23554523,0,4675.286,207460,43,43.571,348909.706,0,69.254,3073.075,0.637,0.645,0.76
11/9/2022,23554523,0,4675.286,207490,30,41.429,348909.706,0,69.254,3073.519,0.444,0.614,0.76
12/9/2022,23554523,0,4675.286,207532,42,41.857,348909.706,0,69.254,3074.141,0.622,0.62,0.75
13/9/2022,23554523,0,4675.286,207580,48,43.286,348909.706,0,69.254,3074.852,0.711,0.641,0.74
14/9/2022,23554523,0,4675.286,207623,43,41.143,348909.706,0,69.254,3075.489,0.637,0.609,0.73
15/9/2022,23585309,30786,4398,207670,47,41.429,349365.734,456.029,65.147,3076.185,0.696,0.614,0.74
16/9/2022,23585309,0,4398,207707,37,41.429,349365.734,0,65.147,3076.733,0.548,0.614,0.75
17/9/2022,23585309,0,4398,207747,40,41,349365.734,0,65.147,3077.326,0.593,0.607,0.76
18/9/2022,23585309,0,4398,207785,38,42.143,349365.734,0,65.147,3077.889,0.563,0.624,0.76
19/9/2022,23585309,0,4398,207833,48,43,349365.734,0,65.147,3078.6,0.711,0.637,0.76
20/9/2022,23585309,0,4398,207881,48,43,349365.734,0,65.147,3079.311,0.711,0.637,0.77
21/9/2022,23585309,0,4398,207918,37,42.143,349365.734,0,65.147,3079.859,0.548,0.624,0.77
22/9/2022,23621956,36647,5235.286,207968,50,42.571,349908.581,542.847,77.55,3080.6,0.741,0.631,0.78
23/9/2022,23621956,0,5235.286,208021,53,44.857,349908.581,0,77.55,3081.385,0.785,0.664,0.79
24/9/2022,23621956,0,5235.286,208070,49,46.143,349908.581,0,77.55,3082.11,0.726,0.684,0.8
25/9/2022,23621956,0,5235.286,208110,40,46.429,349908.581,0,77.55,3082.703,0.593,0.688,0.81
26/9/2022,23621956,0,5235.286,208172,62,48.429,349908.581,0,77.55,3083.621,0.918,0.717,0.81
27/9/2022,23621956,0,5235.286,208239,67,51.143,349908.581,0,77.55,3084.614,0.992,0.758,0.82
28/9/2022,23621956,0,5235.286,208296,57,54,349908.581,0,77.55,3085.458,0.844,0.8,0.82
29/9/2022,23672856,50900,7271.429,208363,67,56.429,350662.555,753.974,107.711,3086.451,0.992,0.836,0.83
30/9/2022,23672856,0,7271.429,208426,63,57.857,350662.555,0,107.711,3087.384,0.933,0.857,0.84
1/10/2022,23672856,0,7271.429,208503,77,61.857,350662.555,0,107.711,3088.524,1.141,0.916,0.85
2/10/2022,23672856,0,7271.429,208565,62,65,350662.555,0,107.711,3089.443,0.918,0.963,0.86
3/10/2022,23672856,0,7271.429,208646,81,67.714,350662.555,0,107.711,3090.643,1.2,1.003,0.87
4/10/2022,23672856,0,7271.429,208736,90,71,350662.555,0,107.711,3091.976,1.333,1.052,0.88
5/10/2022,23672856,0,7271.429,208833,97,76.714,350662.555,0,107.711,3093.413,1.437,1.136,0.89
6/10/2022,23735277,62421,8917.286,208924,91,80.143,351587.188,924.633,132.09,3094.761,1.348,1.187,0.9
7/10/2022,23735277,0,8917.286,209022,98,85.143,351587.188,0,132.09,3096.212,1.452,1.261,0.91
8/10/2022,23735277,0,8917.286,209112,90,87,351587.188,0,132.09,3097.545,1.333,1.289,0.91
9/10/2022,23735277,0,8917.286,209208,96,91.857,351587.188,0,132.09,3098.968,1.422,1.361,0.92
10/10/2022,23735277,0,8917.286,209296,88,92.857,351587.188,0,132.09,3100.271,1.304,1.375,0.93
11/10/2022,23735277,0,8917.286,209396,100,94.286,351587.188,0,132.09,3101.752,1.481,1.397,0.94
12/10/2022,23735277,0,8917.286,209520,124,98.143,351587.188,0,132.09,3103.589,1.837,1.454,0.95
13/10/2022,23798797,63520,9074.286,209629,109,100.714,352528.101,940.912,134.416,3105.204,1.615,1.492,0.96
14/10/2022,23798797,0,9074.286,209741,112,102.714,352528.101,0,134.416,3106.863,1.659,1.521,0.97
15/10/2022,23798797,0,9074.286,209847,106,105,352528.101,0,134.416,3108.433,1.57,1.555,0.98
16/10/2022,23798797,0,9074.286,209951,104,106.143,352528.101,0,134.416,3109.973,1.541,1.572,0.99
17/10/2022,23798797,0,9074.286,210066,115,110,352528.101,0,134.416,3111.677,1.703,1.629,1
18/10/2022,23798797,0,9074.286,210172,106,110.857,352528.101,0,134.416,3113.247,1.57,1.642,1.01
19/10/2022,23798797,0,9074.286,210274,102,107.714,352528.101,0,134.416,3114.758,1.511,1.596,1.02
20/10/2022,23855526,56729,8104.143,210392,118,109,353368.419,840.318,120.045,3116.506,1.748,1.615,1.03
21/10/2022,23855526,0,8104.143,210494,102,107.571,353368.419,0,120.045,3118.017,1.511,1.593,1.04
22/10/2022,23855526,0,8104.143,210604,110,108.143,353368.419,0,120.045,3119.646,1.629,1.602,1.05
23/10/2022,23855526,0,8104.143,210704,100,107.571,353368.419,0,120.045,3121.128,1.481,1.593,1.06
24/10/2022,23855526,0,8104.143,210805,101,105.571,353368.419,0,120.045,3122.624,1.496,1.564,1.07
25/10/2022,23855526,0,8104.143,210915,110,106.143,353368.419,0,120.045,3124.253,1.629,1.572,1.09
26/10/2022,23855526,0,8104.143,211005,90,104.429,353368.419,0,120.045,3125.586,1.333,1.547,1.1
27/10/2022,23898489,42963,6137.571,211109,104,102.429,354004.824,636.405,90.915,3127.127,1.541,1.517,1.11
28/10/2022,23898489,0,6137.571,211195,86,100.143,354004.824,0,90.915,3128.401,1.274,1.483,1.11
29/10/2022,23898489,0,6137.571,211287,92,97.571,354004.824,0,90.915,3129.763,1.363,1.445,1.11
30/10/2022,23898489,0,6137.571,211384,97,97.143,354004.824,0,90.915,3131.2,1.437,1.439,1.11
31/10/2022,23898489,0,6137.571,211466,82,94.429,354004.824,0,90.915,3132.415,1.215,1.399,1.1
1/11/2022,23898489,0,6137.571,211551,85,90.857,354004.824,0,90.915,3133.674,1.259,1.346,1.11
2/11/2022,23898489,0,6137.571,211627,76,88.857,354004.824,0,90.915,3134.8,1.126,1.316,1.11
3/11/2022,23930041,31552,4507.429,211711,84,86,354472.199,467.375,66.768,3136.044,1.244,1.274,1.11
4/11/2022,23930041,0,4507.429,211804,93,87,354472.199,0,66.768,3137.422,1.378,1.289,1.11
5/11/2022,23930041,0,4507.429,211879,75,84.571,354472.199,0,66.768,3138.533,1.111,1.253,1.11
6/11/2022,23930041,0,4507.429,211935,56,78.714,354472.199,0,66.768,3139.362,0.83,1.166,1.11
7/11/2022,23930041,0,4507.429,212010,75,77.714,354472.199,0,66.768,3140.473,1.111,1.151,1.12
8/11/2022,23930041,0,4507.429,212069,59,74,354472.199,0,66.768,3141.347,0.874,1.096,1.12
9/11/2022,23930041,0,4507.429,212131,62,72,354472.199,0,66.768,3142.265,0.918,1.067,1.13
10/11/2022,23954196,24155,3450.714,212183,52,67.429,354830.004,357.804,51.115,3143.036,0.77,0.999,1.13
11/11/2022,23954196,0,3450.714,212253,70,64.143,354830.004,0,51.115,3144.073,1.037,0.95,1.14
12/11/2022,23954196,0,3450.714,212297,44,59.714,354830.004,0,51.115,3144.724,0.652,0.885,1.15
13/11/2022,23954196,0,3450.714,212353,56,59.714,354830.004,0,51.115,3145.554,0.83,0.885,1.15
14/11/2022,23954196,0,3450.714,212411,58,57.286,354830.004,0,51.115,3146.413,0.859,0.849,1.16
15/11/2022,23954196,0,3450.714,212473,62,57.714,354830.004,0,51.115,3147.331,0.918,0.855,1.18
16/11/2022,23954196,0,3450.714,212526,53,56.429,354830.004,0,51.115,3148.117,0.785,0.836,1.19
17/11/2022,23977637,23441,3348.714,212578,52,56.429,355177.232,347.228,49.604,3148.887,0.77,0.836,1.2
18/11/2022,23977637,0,3348.714,212634,56,54.429,355177.232,0,49.604,3149.716,0.83,0.806,1.2
19/11/2022,23977637,0,3348.714,212688,54,55.857,355177.232,0,49.604,3150.516,0.8,0.827,1.19
20/11/2022,23977637,0,3348.714,212748,60,56.429,355177.232,0,49.604,3151.405,0.889,0.836,1.18
21/11/2022,23977637,0,3348.714,212800,52,55.571,355177.232,0,49.604,3152.175,0.77,0.823,1.17
22/11/2022,23977637,0,3348.714,212853,53,54.286,355177.232,0,49.604,3152.96,0.785,0.804,1.17
23/11/2022,23977637,0,3348.714,212909,56,54.714,355177.232,0,49.604,3153.79,0.83,0.81,1.17
24/11/2022,23998172,20535,2933.571,212956,47,54,355481.414,304.182,43.455,3154.486,0.696,0.8,1.16
25/11/2022,23998172,0,2933.571,212998,42,52,355481.414,0,43.455,3155.108,0.622,0.77,1.14
26/11/2022,23998172,0,2933.571,213042,44,50.571,355481.414,0,43.455,3155.76,0.652,0.749,1.11
27/11/2022,23998172,0,2933.571,213096,54,49.714,355481.414,0,43.455,3156.56,0.8,0.736,1.08
28/11/2022,23998172,0,2933.571,213155,59,50.714,355481.414,0,43.455,3157.434,0.874,0.751,1.05
29/11/2022,23998172,0,2933.571,213207,52,50.571,355481.414,0,43.455,3158.204,0.77,0.749,1.03
30/11/2022,23998172,0,2933.571,213251,44,48.857,355481.414,0,43.455,3158.856,0.652,0.724,1.01
1/12/2022,24024746,26574,3796.286,213304,53,49.714,355875.05,393.637,56.234,3159.641,0.785,0.736,0.98
2/12/2022,24024746,0,3796.286,213353,49,50.714,355875.05,0,56.234,3160.367,0.726,0.751,0.96
3/12/2022,24024746,0,3796.286,213405,52,51.857,355875.05,0,56.234,3161.137,0.77,0.768,0.94
4/12/2022,24024746,0,3796.286,213452,47,50.857,355875.05,0,56.234,3161.833,0.696,0.753,0.91
5/12/2022,24024746,0,3796.286,213508,56,50.429,355875.05,0,56.234,3162.663,0.83,0.747,0.89
6/12/2022,24024746,0,3796.286,213577,69,52.857,355875.05,0,56.234,3163.685,1.022,0.783,0.86
7/12/2022,24024746,0,3796.286,213636,59,55,355875.05,0,56.234,3164.559,0.874,0.815,0.84
8/12/2022,24053576,28830,4118.571,213702,66,56.857,356302.105,427.055,61.008,3165.536,0.978,0.842,0.82
9/12/2022,24053576,0,4118.571,213771,69,59.714,356302.105,0,61.008,3166.559,1.022,0.885,0.79
10/12/2022,24053576,0,4118.571,213831,60,60.857,356302.105,0,61.008,3167.447,0.889,0.901,0.77
11/12/2022,24053576,0,4118.571,213894,63,63.143,356302.105,0,61.008,3168.381,0.933,0.935,0.74
12/12/2022,24053576,0,4118.571,213957,63,64.143,356302.105,0,61.008,3169.314,0.933,0.95,0.72
13/12/2022,24053576,0,4118.571,214018,61,63,356302.105,0,61.008,3170.217,0.904,0.933,0.7
14/12/2022,24053576,0,4118.571,214108,90,67.429,356302.105,0,61.008,3171.551,1.333,0.999,0.67
15/12/2022,24089042,35466,5066.571,214159,51,65.286,356827.458,525.353,75.05,3172.306,0.755,0.967,0.65
16/12/2022,24089042,0,5066.571,214242,83,67.286,356827.458,0,75.05,3173.535,1.229,0.997,0.63
17/12/2022,24089042,0,5066.571,214320,78,69.857,356827.458,0,75.05,3174.691,1.155,1.035,0.6
18/12/2022,24089042,0,5066.571,214400,80,72.286,356827.458,0,75.05,3175.876,1.185,1.071,0.58
19/12/2022,24089042,0,5066.571,214501,101,77.714,356827.458,0,75.05,3177.372,1.496,1.151,0.56
20/12/2022,24089042,0,5066.571,214591,90,81.857,356827.458,0,75.05,3178.705,1.333,1.213,0.53
21/12/2022,24089042,0,5066.571,214678,87,81.429,356827.458,0,75.05,3179.994,1.289,1.206,0.5
22/12/2022,24135084,46042,6577.429,214766,88,86.714,357509.471,682.013,97.43,3181.297,1.304,1.284,0.48
23/12/2022,24135084,0,6577.429,214835,69,84.714,357509.471,0,97.43,3182.319,1.022,1.255,0.45
24/12/2022,24135084,0,6577.429,214835,0,73.571,357509.471,0,97.43,3182.319,0,1.09,0.43
25/12/2022,24135084,0,6577.429,214835,0,62.143,357509.471,0,97.43,3182.319,0,0.921,0.4
26/12/2022,24135084,0,6577.429,214835,0,47.714,357509.471,0,97.43,3182.319,0,0.707,0.37
27/12/2022,24135084,0,6577.429,214835,0,34.857,357509.471,0,97.43,3182.319,0,0.516,0.34
28/12/2022,24135084,0,6577.429,214835,0,22.429,357509.471,0,97.43,3182.319,0,0.332,0.3
29/12/2022,24135084,0,0,214856,21,12.857,357509.471,0,0,3182.631,0.311,0.19,0.27
30/12/2022,24135084,0,0,214878,22,6.143,357509.471,0,0,3182.956,0.326,0.091,0.28
31/12/2022,24135084,0,0,214878,0,6.143,357509.471,0,0,3182.956,0,0.091,0.29
1/1/2023,24135084,0,0,214878,0,6.143,357509.471,0,0,3182.956,0,0.091,0.29
2/1/2023,24135084,0,0,214878,0,6.143,357509.471,0,0,3182.956,0,0.091,0.3
3/1/2023,24135084,0,0,214878,0,6.143,357509.471,0,0,3182.956,0,0.091,
4/1/2023,24135084,0,0,214878,0,6.143,357509.471,0,0,3182.956,0,0.091,
5/1/2023,24210131,75047,10721,214878,,,358621.131,1111.66,158.809,3182.956,,,
6/1/2023,24210131,0,10721,214878,0,0,358621.131,0,158.809,3182.956,0,0,
7/1/2023,24210131,0,10721,214878,0,0,358621.131,0,158.809,3182.956,0,0,
8/1/2023,24210131,0,10721,214878,0,0,358621.131,0,158.809,3182.956,0,0,
